variables,apod_apod_example.json,donki_donki_cme.json,donki_donki_cme_analysis.json,donki_donki_flr.json,donki_donki_gst.json,donki_donki_hss.json,donki_donki_mpc.json,donki_donki_notifications.json,donki_donki_rbe.json,donki_donki_sep.json,donki_donki_wsa_enlil.json,earth_earth_assets.json,eonet_eonet_events.json,eonet_eonet_status.json,epic_epic_pt1.json,epic_epic_pt2.json,epic_epic_pt3.json,exoplanet_exoplanet_pt1.csv,exoplanet_exoplanet_pt4.csv,genelab_genelab_glds.json,genelab_genelab_metadataapi.json,genelab_genelab_multiple_study.json,genelab_genelab_single_study.json,insight_mars_weather_insight_mars_weather.json,mars_rover_photos_mars_rover_photos_pt1.json,mars_rover_photos_mars_rover_photos_pt2.json,mars_rover_photos_mars_rover_photos_pt3.json,mars_rover_photos_mars_rover_photos_pt4.json,nasa_image_and_video_nasa_image_and_video_pt1.json,neo_neo_browse.json,neo_neo_feed.json,sbdb_sbdb_pt1.json,sbdb_sbdb_pt2.json,sbdb_sbdb_pt3.json,techTransfer_techTransfer.json,techport_techport_pt1.json,techport_techport_pt2.json,techport_techport_pt3.json,techport_techport_pt4.json,total
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboSO_0000150.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUBERON_0002107.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.@type,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.@context.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.ancestors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.descendants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.instances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.mappings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.notes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.ontology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.parents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.self,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.links.ui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000021.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000027.@context.@vocab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000027.@context.cui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000027.@context.definition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000027.@context.obsolete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000027.@context.prefLabel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000027.@context.semanticType,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study.GLDS-137.isa2json.additionalInformation.ontologies.httppurlobolibraryorgoboUO_0000027.@context.synonym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
